tipo_transacao,valor_brl,saldo_anterior_pagador,saldo_posterior_pagador,saldo_anterior_recebedor,saldo_posterior_recebedor,hora_dia,dia_util,horario_noturno,acima_limite_noturno,razao_saldo_residual,proporcao_valor_recebedor,fraude
dados_bancarios,209293.72,738262.15,528968.43,23770.33,233064.05,20,True,True,True,0.716505,0.898009,0
dados_bancarios,120959.77,416277.21,295317.44,19413.74,140373.51,11,True,False,False,0.709425,0.861699,0
chave_pix,846589.73,855912.64,9322.91,24.49,846614.22,13,True,False,False,0.010892,0.999971,1
dados_bancarios,964388.1,965352.49,964.39,567.49,964955.59,0,True,True,True,0.000999,0.999412,1
chave_pix,260700.71,2207577.74,1946877.03,3220.57,263921.28,17,False,False,False,0.881906,0.987797,0
chave_pix,961567.28,5792280.1,4830712.82,87812.26,1049379.54,23,False,True,True,0.833992,0.91632,0
chave_pix,1445166.74,1457801.8,12635.06,461.1,1445627.84,13,False,False,False,0.008667,0.999681,1
dados_bancarios,718179.89,718898.0698899999,718.18,49.53,718229.42,12,False,False,False,0.000999,0.999931,1
chave_pix,764689.34,2513706.1,1749016.76,61229.06,825918.4,13,True,False,False,0.695792,0.925865,0
chave_pix,37359.19,37396.54919,37.36,44.46,37403.65,21,True,True,True,0.000999,0.998811,1
chave_pix,112205.01,575500.04,463295.03,51371.54,163576.55,21,False,True,True,0.80503,0.685948,0
chave_pix,474928.44,5212463.68,4737535.24,36054.9,510983.34,9,False,False,False,0.908886,0.92944,0
pix_copia_e_cola,512251.28,1726492.81,1214241.53,55118.4,567369.68,22,True,True,True,0.703299,0.902853,0
chave_pix,285304.2,2205854.09,1920549.89,105122.2,390426.4,11,True,False,False,0.87066,0.73075,0
pix_copia_e_cola,792793.59,10269798.28,9477004.69,43823.4,836616.99,18,False,False,False,0.922803,0.947618,0
pix_copia_e_cola,422153.9,2743575.27,2321421.37,30264.77,452418.67,17,True,False,False,0.84613,0.933105,0
chave_pix,560517.5,561078.0175,560.52,16169.67,576687.17,13,False,False,False,0.000999,0.971961,0
chave_pix,1029811.06,1030840.87,1029.81,74420.66,1104231.72,17,True,False,False,0.000999,0.932604,0
chave_pix,708119.45,2253768.49,1545649.04,18381.8,726501.25,20,True,True,True,0.685806,0.974698,0
chave_pix,1334988.11,1336323.09811,1334.99,691.04,1335679.15,0,False,True,True,0.000999,0.999483,1
pix_copia_e_cola,188870.41,1631037.73,1442167.32,2593.58,191463.99,21,False,True,True,0.884202,0.986454,0
dados_bancarios,143895.62,144039.51562,143.9,8204.83,152100.45,17,True,False,False,0.000999,0.946057,0
chave_pix,325369.09,1083850.35,758481.26,55754.69,381123.78,13,False,False,False,0.699803,0.85371,0
chave_pix,745941.98,1434344.86,688402.88,9802.19,755744.17,23,True,True,True,0.479942,0.98703,0
chave_pix,334995.17,2186074.98,1851079.81,27768.52,362763.69,17,False,False,False,0.84676,0.923453,0
chave_pix,287891.5,422625.88,134734.38,47618.15,335509.65,22,True,True,True,0.318803,0.858072,0
chave_pix,161923.07,162084.99307,161.92,22021.11,183944.18,17,False,False,False,0.000999,0.880284,0
chave_pix,19527.35,19546.88,19.53,1429.37,20956.72,5,False,True,True,0.000999,0.931794,1
dados_bancarios,559220.24,559779.4602399999,559.22,65990.1,625210.34,13,True,False,False,0.000999,0.894451,0
chave_pix,1029860.19,9072042.57,8042182.38,18989.19,1048849.38,10,False,False,False,0.88648,0.981895,0
chave_pix,665558.5,1668795.25,1003236.75,11197.2,676755.7,23,True,True,True,0.601174,0.983455,0
chave_pix,1856969.46,5189106.48,3332137.02,2332.23,1859301.69,14,False,False,False,0.642141,0.998746,0
dados_bancarios,1350830.53,7998412.57,6647582.04,5198.44,1356028.97,13,True,False,False,0.831113,0.996166,0
chave_pix,1273843.26,9670361.21,8396517.95,78566.46,1352409.72,11,False,False,False,0.868273,0.941906,0
dados_bancarios,19881.39,19901.271389999998,19.88,34425.66,54307.05,18,True,False,False,0.000999,0.366092,0
chave_pix,292136.11,1134710.17,842574.06,81132.07,373268.18,12,False,False,False,0.742546,0.782644,0
chave_pix,432423.82,2120872.22,1688448.4,10934.8,443358.62,10,True,False,False,0.79611,0.975336,0
chave_pix,998060.53,11643007.04,10644946.51,7343.95,1005404.48,11,False,False,False,0.914278,0.992696,0
pix_copia_e_cola,1756842.31,2954988.61,1198146.3,18289.52,1775131.83,19,False,False,False,0.405466,0.989697,0
dados_bancarios,857300.64,1915985.19,1058684.55,3438.86,860739.5,12,True,False,False,0.552554,0.996005,0
chave_pix,1746003.35,24748581.56,23002578.21,26517.55,1772520.9,18,False,False,False,0.92945,0.98504,0
chave_pix,171058.78,1329824.84,1158766.06,22220.3,193279.08,10,True,False,False,0.871367,0.885035,0
pix_copia_e_cola,37856.84,306475.15,268618.31,22818.47,60675.31,1,True,True,True,0.876477,0.623925,0
chave_pix,391821.15,3101983.7,2710162.55,17840.16,409661.31,17,True,False,False,0.873687,0.956451,0
dados_bancarios,0.01,206869.86,206869.85,10086.98,10086.99,20,False,True,False,1.0,1e-06,0
dados_bancarios,106455.89,244074.81,137618.92,7.05,106462.94,20,False,True,True,0.563839,0.999934,1
chave_pix,176598.92,215094.45,38495.53,33541.67,210140.59,12,False,False,False,0.17897,0.840385,0
chave_pix,444573.63,445018.20362999995,444.57,8775.6,453349.23,5,True,True,True,0.000999,0.980643,1
dados_bancarios,253525.13,804488.84,550963.71,14093.88,267619.01,13,False,False,False,0.684862,0.947336,0
dados_bancarios,462092.93,1921506.79,1459413.86,7343.25,469436.18,13,False,False,False,0.759515,0.984357,0
dados_bancarios,143501.7,194515.51,51013.81,348.2,143849.9,3,True,True,True,0.262261,0.997579,1
chave_pix,2759966.7,4888162.1,2128195.4,343.78,2760310.48,17,True,False,False,0.435377,0.999875,1
chave_pix,157370.27,2482449.3,2325079.03,1367.71,158737.98,13,True,False,False,0.936607,0.991384,0
chave_pix,306225.86,1278219.5,971993.64,13787.26,320013.12,10,False,False,False,0.760428,0.956917,0
dados_bancarios,607239.31,610012.35,2773.04,17814.76,625054.07,12,False,False,False,0.004546,0.971499,0
chave_pix,7827898.55,15982355.77,8154457.22,59331.13,7887229.68,13,True,False,False,0.510216,0.992478,0
chave_pix,223524.13,1686872.35,1463348.22,17219.93,240744.06,18,False,False,False,0.867492,0.928472,0
chave_pix,262842.4,3262307.93,2999465.53,17678.39,280520.79,20,False,True,True,0.919431,0.93698,0
chave_pix,542311.92,3538916.77,2996604.85,1964.99,544276.91,13,True,False,False,0.846758,0.99639,0
pix_copia_e_cola,2234670.13,26074768.23,23840098.1,106251.52,2340921.65,17,True,False,False,0.914298,0.954611,0
chave_pix,38415.2,38453.61519999999,38.42,274.42,38689.62,8,False,False,False,0.000999,0.992907,1
dados_bancarios,710338.85,3185955.12,2475616.27,29959.36,740298.21,16,True,False,False,0.777041,0.959531,0
dados_bancarios,427453.66,2021178.39,1593724.73,17930.34,445384.0,17,True,False,False,0.788513,0.959742,0
chave_pix,1181579.97,1584432.55,402852.58,15088.81,1196668.78,18,True,False,False,0.254257,0.987391,0
chave_pix,310579.67,2254804.22,1944224.55,26314.39,336894.06,18,True,False,False,0.862259,0.921891,0
chave_pix,482929.36,1681412.68,1198483.32,51904.7,534834.06,15,True,False,False,0.712784,0.902952,0
dados_bancarios,290252.2,377546.06,87293.86,31467.98,321720.18,19,False,False,False,0.231214,0.902188,0
chave_pix,1266681.96,13106409.99,11839728.03,36185.89,1302867.85,19,False,False,False,0.903354,0.972226,0
chave_pix,25614.67,1641630.93,1616016.26,3433.89,29048.56,11,True,False,False,0.984397,0.881788,0
chave_pix,341320.55,1235165.28,893844.73,74066.83,415387.38,14,True,False,False,0.723664,0.821692,0
chave_pix,116249.62,376737.34,260487.72,7375.41,123625.03,11,True,False,False,0.691431,0.94034,0
chave_pix,232031.44,554709.94,322678.5,15561.21,247592.65,15,True,False,False,0.581707,0.93715,0
chave_pix,9227.1,735615.96,726388.86,6602.68,15829.78,20,True,True,True,0.987457,0.582895,0
chave_pix,2712697.87,7596566.22,4883868.35,4048.29,2716746.16,16,True,False,False,0.642905,0.99851,0
chave_pix,1645479.9,7748352.15,6102872.25,51450.12,1696930.02,11,False,False,False,0.787635,0.96968,0
pix_copia_e_cola,113399.29,1353568.75,1240169.46,27003.85,140403.14,16,True,False,False,0.916222,0.807669,0
chave_pix,2651994.1,4069597.56,1417603.46,46.11,2652040.21,8,True,False,False,0.34834,0.999983,1
pix_copia_e_cola,281833.49,1242503.63,960670.14,34502.37,316335.86,15,True,False,False,0.773173,0.890931,0
chave_pix,213839.09,214052.92908999996,213.84,50383.55,264222.64,18,False,False,False,0.000999,0.809314,0
chave_pix,201833.03,398743.94,196910.91,51802.16,253635.19,11,False,False,False,0.493828,0.795761,0
chave_pix,258033.2,1032913.78,774880.58,28959.72,286992.92,15,True,False,False,0.750189,0.899093,0
chave_pix,321943.31,998377.22,676433.91,8177.94,330121.25,15,False,False,False,0.677533,0.975227,0
dados_bancarios,850387.53,3951749.01,3101361.48,2173.97,852561.5,16,True,False,False,0.784807,0.99745,0
chave_pix,1252712.61,26395429.89,25142717.28,13264.55,1265977.16,16,True,False,False,0.952541,0.989522,0
pix_copia_e_cola,2234634.2,6089946.42,3855312.22,7223.52,2241857.72,19,False,False,False,0.633062,0.996778,0
dados_bancarios,752746.76,6814658.84,6061912.08,37342.31,790089.07,15,True,False,False,0.88954,0.952737,0
chave_pix,0.01,309552.25,309552.24,196.11,196.12,10,False,False,False,1.0,5.1e-05,1
chave_pix,963405.3,10790770.35,9827365.05,788.37,964193.67,22,True,True,True,0.91072,0.999182,0
chave_pix,671216.01,3435507.3,2764291.29,63892.78,735108.79,12,True,False,False,0.804624,0.913084,0
chave_pix,64797.62,64862.41761999999,64.8,197.4,64995.02,3,True,True,True,0.000999,0.996963,1
chave_pix,853051.91,3663564.66,2810512.75,60479.79,913531.7,23,True,True,True,0.767152,0.933796,0
chave_pix,1988977.28,7404602.36,5415625.08,49005.95,2037983.23,13,False,False,False,0.731386,0.975954,0
pix_copia_e_cola,117329.13,1637537.04,1520207.91,39035.01,156364.14,18,True,False,False,0.92835,0.750358,0
chave_pix,1268338.04,4970260.25,3701922.21,21491.64,1289829.68,21,False,True,True,0.744815,0.983338,0
pix_copia_e_cola,1976857.08,19794357.84,17817500.76,4774.52,1981631.6,16,True,False,False,0.90013,0.997591,0
chave_pix,1555704.98,8679829.27,7124124.29,10004.0,1565708.98,12,False,False,False,0.820768,0.993611,0
pix_copia_e_cola,2366285.51,9238906.59,6872621.08,12003.39,2378288.9,13,False,False,False,0.743878,0.994953,0
dados_bancarios,1426293.79,1427720.0837899998,1426.29,44664.84,1470958.63,9,True,False,False,0.000999,0.969636,0
pix_copia_e_cola,423134.03,1527615.68,1104481.65,20579.07,443713.1,17,False,False,False,0.72301,0.953621,0
chave_pix,526798.86,6473117.58,5946318.72,15736.92,542535.78,14,False,False,False,0.918617,0.970994,0
pix_copia_e_cola,1751564.26,2442664.79,691100.53,108582.28,1860146.54,13,True,False,False,0.282929,0.941627,0
chave_pix,346192.58,1175276.78,829084.2,34028.33,380220.91,13,False,False,False,0.705437,0.910504,0
chave_pix,739856.92,740596.78,739.86,370.12,740227.04,9,True,False,False,0.000999,0.9995,1
chave_pix,0.01,1403367.07,1403367.06,6514.14,6514.15,11,True,False,False,1.0,2e-06,0
chave_pix,190835.03,191025.86503,190.84,353.75,191188.78,2,False,True,True,0.000999,0.99815,1
chave_pix,602442.85,2368480.19,1766037.34,26972.31,629415.16,11,False,False,False,0.745642,0.957147,0
chave_pix,1012786.25,2390148.48,1377362.23,113977.03,1126763.28,17,False,False,False,0.576266,0.898846,0
dados_bancarios,443911.83,444355.74182999996,443.91,156.78,444068.61,18,True,False,False,0.000999,0.999647,1
chave_pix,93096.85,93189.94685,93.1,63975.84,157072.69,22,False,True,True,0.000999,0.592699,0
pix_copia_e_cola,336497.18,1032146.44,695649.26,39813.07,376310.25,22,True,True,True,0.673983,0.894201,0
pix_copia_e_cola,117659.07,287226.99,169567.92,402.35,118061.42,21,True,True,True,0.590362,0.996592,1
chave_pix,860386.38,1196834.43,336448.05,501.97,860888.35,18,True,False,False,0.281115,0.999417,1
pix_copia_e_cola,86762.69,86849.45268999999,86.76,6973.29,93735.98,18,True,False,False,0.000999,0.925607,0
dados_bancarios,494925.2,1506108.15,1011182.95,12906.93,507832.13,10,False,False,False,0.671388,0.974584,0
pix_copia_e_cola,712290.95,2133746.78,1421455.83,111225.82,823516.77,10,True,False,False,0.666178,0.864938,0
pix_copia_e_cola,241047.41,241288.45740999997,241.05,1541.17,242588.58,12,False,False,False,0.000999,0.993647,1
chave_pix,116632.65,166928.92,50296.27,76940.25,193572.9,18,True,False,False,0.301304,0.602526,0
dados_bancarios,1119290.22,10880125.85,9760835.63,47157.63,1166447.85,3,False,True,True,0.897125,0.959572,0
dados_bancarios,312626.69,1345865.8,1033239.11,1192.11,313818.8,21,True,True,True,0.767713,0.996201,0
chave_pix,121097.93,214904.4,93806.47,10025.57,131123.5,18,True,False,False,0.436503,0.923541,0
chave_pix,58741.35,634073.7,575332.35,151284.6,210025.95,17,False,False,False,0.907359,0.279686,0
dados_bancarios,0.01,16241.62,16241.61,17181.57,17181.58,10,True,False,False,0.999999,1e-06,0
pix_copia_e_cola,7428844.46,7436273.3,7428.84,110.96,7428955.42,23,True,True,True,0.000999,0.999985,1
chave_pix,1154005.08,7911376.24,6757371.16,184606.31,1338611.39,21,True,True,True,0.854133,0.862091,0
chave_pix,476093.19,2307456.46,1831363.27,13961.77,490054.96,6,True,False,False,0.793672,0.97151,0
dados_bancarios,1552567.26,8225801.84,6673234.58,66379.65,1618946.91,12,True,False,False,0.811256,0.958998,0
chave_pix,50080.19,535140.55,485060.36,70752.73,120832.92,11,True,False,False,0.906417,0.414458,0
chave_pix,195700.54,255649.31,59948.77,14825.37,210525.91,15,False,False,False,0.234496,0.929579,0
dados_bancarios,95078.6,95173.6786,95.08,18664.89,113743.49,10,False,False,False,0.000999,0.835904,0
dados_bancarios,79620.97,406779.98,327159.01,32814.82,112435.79,16,True,False,False,0.804265,0.708146,0
dados_bancarios,181126.44,494443.59,313317.15,27323.39,208449.83,11,True,False,False,0.633676,0.868921,0
chave_pix,1101468.63,3770448.18,2668979.55,19045.75,1120514.38,13,False,False,False,0.707868,0.983003,0
dados_bancarios,171264.49,171435.75448999996,171.26,20814.04,192078.53,13,False,False,False,0.000999,0.891638,0
dados_bancarios,622359.88,622982.2398799999,622.36,128086.51,750446.39,22,True,True,True,0.000999,0.82932,0
pix_copia_e_cola,2192502.92,11724612.43,9532109.51,10002.63,2202505.55,10,True,False,False,0.813,0.995459,0
chave_pix,457155.82,1790641.95,1333486.13,5892.37,463048.19,10,False,False,False,0.744697,0.987275,0
dados_bancarios,317643.69,1173097.31,855453.62,68955.31,386599.0,10,True,False,False,0.729226,0.821636,0
chave_pix,68595.42,1121128.36,1052532.94,29693.6,98289.02,18,True,False,False,0.938816,0.697895,0
dados_bancarios,718177.22,3586720.1,2868542.88,50818.44,768995.66,10,False,False,False,0.799768,0.933916,0
chave_pix,3861436.26,29705033.34,25843597.08,2476.12,3863912.38,10,True,False,False,0.870007,0.999359,0
dados_bancarios,680958.02,3173535.56,2492577.54,16857.87,697815.89,10,False,False,False,0.785426,0.975842,0
pix_copia_e_cola,120226.57,120346.79656999999,120.23,0.01,120226.58,14,True,False,False,0.000999,1.0,1
pix_copia_e_cola,1204528.21,4726952.07,3522423.86,20117.77,1224645.98,14,True,False,False,0.745179,0.983573,0
dados_bancarios,261746.28,1016760.88,755014.6,10889.23,272635.51,17,False,False,False,0.742568,0.960059,0
dados_bancarios,256510.18,485045.0,228534.82,27770.4,284280.58,12,True,False,False,0.471162,0.902313,0
dados_bancarios,181545.14,218893.31,37348.17,772.7,182317.84,3,True,True,True,0.170623,0.995762,1
pix_copia_e_cola,644841.44,794397.6,149556.16,0.01,644841.45,12,False,False,False,0.188264,1.0,1
dados_bancarios,1109361.48,4963114.57,3853753.09,19881.58,1129243.06,21,True,True,True,0.776479,0.982394,0
chave_pix,1440362.81,4290574.19,2850211.38,14308.89,1454671.7,11,False,False,False,0.664296,0.990163,0
chave_pix,1193928.08,3456446.25,2262518.17,13804.49,1207732.57,19,False,False,False,0.654579,0.98857,0
chave_pix,2541620.71,43384349.7,40842728.99,45837.58,2587458.29,21,True,True,True,0.941416,0.982285,0
chave_pix,70848.63,92347.12,21498.49,0.01,70848.64,10,False,False,False,0.232801,1.0,1
chave_pix,1495203.8,1496699.0,1495.2,66.47,1495270.27,23,False,True,True,0.000999,0.999956,1
chave_pix,1611691.52,2852705.33,1241013.81,43905.26,1655596.78,12,False,False,False,0.43503,0.973481,0
chave_pix,818239.1,4385602.98,3567363.88,11863.13,830102.23,12,False,False,False,0.813426,0.985709,0
chave_pix,2310903.97,15624405.49,13313501.52,62272.45,2373176.42,13,False,False,False,0.852097,0.97376,0
pix_copia_e_cola,277675.58,1166683.31,889007.73,29264.97,306940.55,14,True,False,False,0.761996,0.904656,0
chave_pix,9822450.56,10120086.63,297636.07,55.7,9822506.26,22,True,True,True,0.02941,0.999994,1
chave_pix,176029.69,176205.71968999997,176.03,15834.88,191864.57,11,False,False,False,0.000999,0.917468,0
chave_pix,102090.29,1137350.74,1035260.45,8306.09,110396.38,17,True,False,False,0.910239,0.924761,0
chave_pix,1361740.77,3989842.15,2628101.38,35437.43,1397178.2,9,False,False,False,0.658698,0.974636,0
chave_pix,306505.03,306811.54,306.51,425.7,306930.73,2,True,True,True,0.000999,0.998613,1
chave_pix,386328.4,2080441.42,1694113.02,16496.85,402825.25,16,True,False,False,0.814305,0.959047,0
chave_pix,832213.04,2931051.59,2098838.55,32453.9,864666.94,21,False,True,True,0.71607,0.962467,0
chave_pix,465509.19,2117049.71,1651540.52,31028.23,496537.42,13,False,False,False,0.780114,0.937511,0
chave_pix,123533.06,487279.97,363746.91,23441.14,146974.2,20,False,True,True,0.746484,0.840508,0
chave_pix,3370781.65,3933208.25,562426.6,131.06,3370912.71,12,True,False,False,0.142994,0.999961,1
dados_bancarios,433901.67,1301477.17,867575.5,87624.09,521525.76,15,True,False,False,0.666608,0.831985,0
chave_pix,1076303.53,2520802.3,1444498.77,4355.55,1080659.08,9,False,False,False,0.573031,0.99597,0
dados_bancarios,2551587.18,7037679.02,4486091.84,338234.98,2889822.16,17,True,False,False,0.637439,0.882956,0
pix_copia_e_cola,481866.19,1566471.49,1084605.3,17897.25,499763.44,7,True,False,False,0.692388,0.964189,0
chave_pix,16627.0,74523.34,57896.34,23200.07,39827.07,19,True,False,False,0.776889,0.41748,0
chave_pix,651438.05,1057091.28,405653.23,45408.49,696846.54,10,False,False,False,0.383745,0.934837,0
chave_pix,128526.65,128655.17664999998,128.53,103356.05,231882.7,12,True,False,False,0.000999,0.554274,0
chave_pix,240956.89,254238.39,13281.5,29003.98,269960.87,10,True,False,False,0.05224,0.892562,0
chave_pix,9975246.0,70609974.2,60634728.2,16397.33,9991643.33,17,False,False,False,0.858728,0.998359,0
chave_pix,1141073.13,4587358.08,3446284.95,100292.18,1241365.31,17,True,False,False,0.751257,0.919208,0
chave_pix,1747750.82,6455220.66,4707469.84,7533.12,1755283.94,1,False,True,True,0.72925,0.995708,0
chave_pix,2273764.15,6150205.95,3876441.8,82021.33,2355785.48,17,True,False,False,0.630295,0.965183,0
chave_pix,64033.82,64097.85381999999,64.03,48664.77,112698.59,19,False,False,False,0.000999,0.568187,0
chave_pix,280082.78,280362.86278,280.08,3852.68,283935.46,3,True,True,True,0.000999,0.986431,1
chave_pix,52385.36,149298.36,96913.0,664.41,53049.77,9,True,False,False,0.649123,0.987476,1
chave_pix,1345239.7,2484798.42,1139558.72,10041.12,1355280.82,16,True,False,False,0.458612,0.992591,0
chave_pix,103340.62,2438533.04,2335192.42,8379.08,111719.7,18,True,False,False,0.957622,0.924999,0
dados_bancarios,525175.03,2375774.82,1850599.79,18379.52,543554.55,13,True,False,False,0.778946,0.966186,0
chave_pix,1240398.77,1267035.61,26636.84,1904.81,1242303.58,3,True,True,True,0.021023,0.998467,1
dados_bancarios,170699.65,603427.17,432727.52,145349.65,316049.3,9,False,False,False,0.717116,0.540105,0
dados_bancarios,444766.43,445211.2,444.77,94.81,444861.24,2,True,True,True,0.000999,0.999787,1
chave_pix,1261637.92,4409609.75,3147971.83,4311.4,1265949.32,8,True,False,False,0.713889,0.996594,0
chave_pix,854037.92,5711247.51,4857209.59,53302.69,907340.61,18,False,False,False,0.850464,0.941254,0
chave_pix,2222905.98,3427493.05,1204587.07,0.01,2222905.99,14,True,False,False,0.351448,1.0,1
chave_pix,226625.47,1367185.59,1140560.12,136152.47,362777.94,18,False,False,False,0.834239,0.624695,0
chave_pix,437211.87,4289370.94,3852159.07,51939.66,489151.53,20,False,True,True,0.898071,0.893817,0
chave_pix,2220975.45,24752252.54,22531277.09,7169.11,2228144.56,15,False,False,False,0.910272,0.996782,0
chave_pix,646139.14,1118193.53,472054.39,19273.09,665412.23,19,False,False,False,0.422158,0.971036,0
chave_pix,11373.73,535958.34,524584.61,46352.4,57726.13,17,False,False,False,0.978779,0.197029,0
dados_bancarios,283655.85,1657046.73,1373390.88,16153.58,299809.43,18,True,False,False,0.828818,0.946121,0
chave_pix,558018.78,3562710.98,3004692.2,10835.13,568853.91,8,False,False,False,0.843372,0.980953,0
chave_pix,461117.41,3218044.31,2756926.9,52816.29,513933.7,18,False,False,False,0.856709,0.897231,0
pix_copia_e_cola,1184916.96,7744958.63,6560041.67,8417.95,1193334.91,12,True,False,False,0.847008,0.992946,0
dados_bancarios,3786438.03,3790224.47,3786.44,700.45,3787138.48,0,True,True,True,0.000999,0.999815,1
pix_copia_e_cola,262113.55,2672459.63,2410346.08,17373.73,279487.28,20,False,True,True,0.90192,0.937837,0
dados_bancarios,1838103.99,6994800.56,5156696.57,104886.26,1942990.25,20,True,True,True,0.737219,0.946018,0
dados_bancarios,67741.75,314380.77,246639.02,4745.41,72487.16,0,True,True,True,0.784523,0.934534,1
chave_pix,1469799.57,9138649.02,7668849.45,32309.88,1502109.45,13,False,False,False,0.839167,0.97849,0
pix_copia_e_cola,11104425.68,97048987.59,85944561.91,25254.27,11129679.95,14,False,False,False,0.885579,0.997731,0
chave_pix,0.01,397059.63,397059.62,19450.05,19450.06,9,True,False,False,1.0,1e-06,0
chave_pix,21852.18,274504.67,252652.49,5367.47,27219.65,17,True,False,False,0.920394,0.802809,0
chave_pix,3187837.18,6757287.51,3569450.33,98335.7,3286172.88,11,False,False,False,0.528237,0.970076,0
dados_bancarios,1292596.27,3405671.35,2113075.08,29211.27,1321807.54,17,True,False,False,0.620458,0.977901,0
chave_pix,54993.57,55048.56356999999,54.99,13137.41,68130.98,12,False,False,False,0.000999,0.807174,0
chave_pix,114097.53,187652.63,73555.1,13973.85,128071.38,13,True,False,False,0.391975,0.89089,0
chave_pix,932171.17,2508072.27,1575901.1,29351.6,961522.77,11,False,False,False,0.628332,0.969474,0
chave_pix,1197667.64,9682168.89,8484501.25,24477.5,1222145.14,15,False,False,False,0.876302,0.979972,0
chave_pix,652501.5,4251612.97,3599111.47,27324.55,679826.05,16,False,False,False,0.846528,0.959807,0
chave_pix,3093158.28,6473605.03,3380446.75,3296.37,3096454.65,10,True,False,False,0.522189,0.998935,0
dados_bancarios,158472.79,158631.26278999998,158.47,7423.71,165896.5,3,True,True,True,0.000999,0.955251,0
chave_pix,1277569.39,3306151.76,2028582.37,30783.06,1308352.45,12,False,False,False,0.613578,0.976472,0
chave_pix,347847.9,348195.74789999996,347.85,673.61,348521.51,2,True,True,True,0.000999,0.998067,1
chave_pix,1509211.2,7247514.16,5738302.96,17753.53,1526964.73,23,False,True,True,0.791762,0.988373,0
chave_pix,887314.66,5112346.24,4225031.58,698.97,888013.63,16,False,False,False,0.826437,0.999213,0
pix_copia_e_cola,1593189.25,2070829.5,477640.25,11961.57,1605150.82,8,True,False,False,0.230652,0.992548,1
chave_pix,239170.33,672797.81,433627.48,16307.07,255477.4,11,False,False,False,0.644514,0.93617,0
chave_pix,773096.63,9658664.54,8885567.91,2771.54,775868.17,16,False,False,False,0.919958,0.996428,0
chave_pix,517962.65,6767461.94,6249499.29,20324.27,538286.92,20,True,True,True,0.923463,0.962243,0
chave_pix,346049.3,2238458.38,1892409.08,101051.79,447101.09,18,False,False,False,0.845407,0.773984,0
dados_bancarios,120688.47,547231.87,426543.4,7302.4,127990.87,14,False,False,False,0.779456,0.942946,0
chave_pix,1045799.54,4898553.73,3852754.19,54881.84,1100681.38,18,True,False,False,0.786509,0.950138,0
chave_pix,930436.59,7949293.8,7018857.21,11658.53,942095.12,11,True,False,False,0.882954,0.987625,0
dados_bancarios,200970.18,418403.5,217433.32,0.01,200970.19,6,False,False,False,0.519674,1.0,1
chave_pix,452618.04,13836920.8,13384302.76,70750.33,523368.37,15,True,False,False,0.967289,0.864817,0
chave_pix,1295368.22,3954906.85,2659538.63,85119.77,1380487.99,15,True,False,False,0.672466,0.938341,0
dados_bancarios,1124793.82,4706754.23,3581960.41,62276.66,1187070.48,17,False,False,False,0.761026,0.947538,0
chave_pix,54133.44,54187.57343999999,54.13,11759.94,65893.38,0,False,True,True,0.000999,0.821531,0
chave_pix,1124604.45,6511449.14,5386844.69,5791.25,1130395.7,19,False,False,False,0.827288,0.994877,0
chave_pix,287159.65,972858.77,685699.12,18005.33,305164.98,17,True,False,False,0.704829,0.940998,0
chave_pix,178225.01,2250865.95,2072640.94,9463.42,187688.43,15,False,False,False,0.920819,0.949579,0
chave_pix,64319.46,64383.78,64.32,330.88,64650.34,7,True,False,False,0.000999,0.994882,1
pix_copia_e_cola,808320.16,2003246.77,1194926.61,1403.79,809723.95,19,True,False,False,0.596495,0.998266,0
chave_pix,1070602.29,5398865.13,4328262.84,101803.82,1172406.11,14,False,False,False,0.801699,0.913167,0
chave_pix,1459298.76,3506968.75,2047669.99,18448.98,1477747.74,19,True,False,False,0.583886,0.987515,0
chave_pix,572008.62,1269379.75,697371.13,8294.87,580303.49,15,False,False,False,0.549379,0.985706,0
chave_pix,159033.6,344794.63,185761.03,10683.86,169717.46,11,True,False,False,0.538758,0.937049,0
dados_bancarios,157125.73,231350.67,74224.94,2917.31,160043.04,22,False,True,True,0.320833,0.981772,1
dados_bancarios,3639749.94,15454489.76,11814739.82,36829.43,3676579.37,15,False,False,False,0.764486,0.989983,0
chave_pix,677365.4,4461986.57,3784621.17,173829.04,851194.44,12,False,False,False,0.848192,0.795782,0
chave_pix,975389.94,976365.33,975.39,876.55,976266.49,16,False,False,False,0.000999,0.999102,1
dados_bancarios,584414.69,2954363.14,2369948.45,9013.67,593428.36,22,True,True,True,0.802186,0.984811,0
chave_pix,82202.43,278001.29,195798.86,8490.16,90692.59,19,True,False,False,0.704309,0.906385,0
dados_bancarios,230697.81,1206527.91,975830.1,37413.72,268111.53,9,False,False,False,0.808792,0.860455,0
chave_pix,804064.27,4284790.94,3480726.67,7524.11,811588.38,13,False,False,False,0.812345,0.990729,0
chave_pix,390909.36,1628429.39,1237520.03,11087.27,401996.63,15,False,False,False,0.759947,0.972419,0
chave_pix,219357.23,219576.58722999998,219.36,470.47,219827.7,6,False,False,False,0.000999,0.99786,1
chave_pix,604950.14,2084538.76,1479588.62,13325.82,618275.96,10,False,False,False,0.709792,0.978447,0
chave_pix,718259.53,3982327.98,3264068.45,8624.05,726883.58,14,False,False,False,0.819638,0.988136,0
chave_pix,0.01,256760.9,256760.89,18180.82,18180.83,9,True,False,False,1.0,1e-06,0
chave_pix,800249.96,6664703.95,5864453.99,71269.91,871519.87,17,True,False,False,0.879927,0.918223,0
